name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
					ChangeInAccountPayable,"147,000,000","599,000,000","-399,000,000","-448,000,000","352,000,000","971,000,000","-191,000,000","665,000,000","287,000,000","865,000,000","-699,000,000","-33,000,000","656,000,000","204,000,000","-390,000,000","-389,000,000","331,000,000","38,000,000","-489,000,000","695,000,000","216,000,000","660,000,000","-474,000,000","335,000,000","-256,000,000","-86,000,000","-239,000,000","711,000,000","-171,000,000","260,000,000","-49,000,000","407,000,000","-540,000,000","468,000,000","112,000,000","338,000,000","-128,000,000","131,000,000","48,000,000","226,000,000","-425,000,000","309,000,000","103,000,000","-19,000,000","-114,000,000","66,000,000","-126,000,000","58,000,000","-291,000,000","496,000,000","-47,000,000",,,,,,,,,,,"648,000,000","198,000,000","662,000,000","603,000,000","39,000,000","29,000,000","-65,000,000","1,222,000,000","60,000,000","-88,000,000","166,000,000","3,070,000,000","996,110,000","536,890,000","516,469,000","1,416,594,000","2,307,149,000","706,096,000","21,580,000","-131,254,000","-564,824,000","420,912,000","320,090,000","44,647,000","99,699,000","179,226,000","-175,940,000","355,901,000","-20,850,000","1,535,000","125,814,000","-181,848,000","17,319,000","-750,328,000","-942,600,000","91,300,000","25,300,000","-31,000,000","-81,300,000","-91,800,000","-30,200,000","23,200,000","2,100,000","-14,600,000","-6,100,000","-4,700,000","5,500,000","-500,000","3,700,000","2,600,000","200,000","1,400,000","-21,200,000","20,600,000","394,300,000",,,,,,,
			ChangeInLossAndLossAdjustmentExpenseReserves,"3,550,000,000","790,000,000","122,000,000","-202,000,000","2,849,000,000","1,046,000,000","993,000,000","960,000,000","2,795,000,000","860,000,000","1,415,000,000","-350,000,000","1,991,000,000","3,000,000,000","259,000,000","-467,000,000","84,000,000","238,000,000","103,000,000","199,000,000","729,000,000","239,000,000","-362,000,000","-621,000,000","3,252,000,000","-163,000,000","-114,000,000","-525,000,000","609,000,000","480,000,000","-44,000,000","-91,000,000","-95,000,000","299,000,000","-272,000,000","192,000,000","715,000,000","188,000,000","-542,000,000","-356,000,000","369,000,000","274,000,000","-461,000,000","-69,000,000","1,074,000,000","-152,000,000","-492,000,000","-783,000,000","-175,000,000","-15,000,000","1,016,000,000","-418,000,000","510,000,000","-362,000,000","-90,000,000","9,000,000","424,000,000","-141,000,000","6,000,000","76,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInUnearnedPremiums,"1,836,000,000","1,322,000,000","591,000,000","-558,000,000","451,000,000","1,082,000,000","502,000,000","-175,000,000","499,000,000","1,030,000,000","503,000,000","-35,000,000","343,000,000","346,000,000","192,000,000","-10,000,000","253,000,000","534,000,000","274,000,000","-125,000,000","144,000,000","524,000,000","111,000,000","-76,000,000","-46,000,000","369,000,000","17,000,000","-133,000,000","-165,000,000","234,000,000","-616,000,000","-18,000,000","-67,000,000","208,000,000","212,000,000","-8,000,000","-145,000,000","324,000,000","270,000,000","-201,000,000","-90,000,000","426,000,000","267,000,000","-186,000,000","-72,000,000","515,000,000","265,000,000","-223,000,000","-246,000,000","353,000,000","125,000,000","-255,000,000","-301,000,000","424,000,000","394,000,000","-292,000,000","-378,000,000","433,000,000","339,000,000","-364,000,000","-435,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInDeferredAcquisitionCosts,"-642,000,000","-292,000,000","-254,000,000","-8,000,000","-116,000,000","-108,000,000","-96,000,000","-39,000,000","-10,000,000","-117,000,000","-81,000,000","-12,000,000","-15,000,000","3,000,000","-65,000,000","-78,000,000","-72,000,000","-131,000,000","-63,000,000","-31,000,000","-57,000,000","-138,000,000","-75,000,000","-61,000,000","-77,000,000","-120,000,000","-59,000,000","-133,000,000","-274,000,000","-562,000,000","-480,000,000","-81,000,000","-118,000,000","-108,000,000","-128,000,000","-91,000,000","-78,000,000","-129,000,000","-99,000,000","-112,000,000","-123,000,000","-147,000,000","-121,000,000","-80,000,000","-101,000,000","-87,000,000","-72,000,000","-6,000,000","-5,000,000","-85,000,000","-64,000,000","-21,000,000","-5,000,000","-76,000,000","-91,000,000","-55,000,000","-59,000,000","-122,000,000","-73,000,000","-17,000,000","-10,000,000","-76,000,000","-82,000,000","20,000,000","39,000,000","-19,000,000","-50,000,000","12,000,000","20,000,000","-48,000,000","-98,000,000","36,000,000","16,000,000","-2,236,000","-56,764,000","49,121,000","-5,621,000","-51,142,000","-97,377,000","5,854,000","-14,000,000","-45,869,000","-79,286,000","-6,956,000","-37,407,000","-51,106,000","-47,419,000","2,712,000","-25,053,000","-40,316,000","-50,057,000","-6,788,000","26,167,000","-15,099,000","-54,906,000","11,000,000","-15,400,000","-1,900,000","8,900,000","-14,800,000","3,200,000","700,000","2,900,000","2,100,000","2,100,000","-500,000","3,800,000","8,300,000","800,000","2,500,000","-2,300,000","3,100,000","-600,000","2,100,000","-1,600,000",,"-1,100,000","4,000,000","-3,100,000",,,,
			ChangeInReinsuranceRecoverableOnPaidAndUnpaidLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-298,000,000","-252,000,000","375,000,000","1,283,000,000","-99,000,000","-390,000,000","-455,000,000","648,000,000","-280,000,000","186,000,000","171,000,000","110,000,000","-145,000,000","532,000,000","-30,000,000","-276,000,000","-598,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"369,000,000","-501,000,000","73,000,000","716,000,000","90,000,000","125,000,000","-459,000,000","1,589,000,000","-626,000,000","219,000,000","-1,522,000,000","469,455,000","-579,455,000","-32,169,000","209,280,000","-182,998,000","-595,307,000","194,782,000","704,748,000","604,740,000","-1,051,096,000","428,223,000","-3,759,000","-9,647,000","-657,066,000",,"-48,414,000","-106,009,000","-226,991,000",,"-37,861,000","48,161,000","-304,004,000",,,,"38,400,000",,"1,600,000","-39,200,000","2,000,000",,"-66,400,000","-13,300,000","400,000",,"-50,600,000","-7,000,000","-4,800,000",,,"128,000,000","2,400,000",,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000,000","27,000,000","27,000,000","27,000,000","14,000,000","82,000,000","-45,000,000","-46,000,000","54,000,000","-13,000,000","53,000,000","-38,000,000","8,000,000","75,000,000","22,000,000","89,000,000",,,"198,000,000","662,000,000","603,000,000","39,000,000","29,000,000","-65,000,000","1,222,000,000","60,000,000","-88,000,000","166,000,000","3,070,000,000","996,110,000","536,890,000","516,469,000","1,416,594,000","2,307,149,000","706,096,000","21,580,000","-131,254,000","-564,824,000","420,912,000","320,090,000","44,647,000","99,699,000","179,226,000","-175,940,000","355,901,000","-20,850,000","1,535,000","125,814,000","-181,848,000","17,319,000","-750,328,000","-942,600,000","91,300,000","25,300,000","-31,000,000","-81,300,000","-91,800,000","-30,200,000","23,200,000","2,100,000","-14,600,000","-6,100,000","-4,700,000","5,500,000","-500,000","3,700,000","2,600,000","200,000","1,400,000","-21,200,000","20,600,000","394,300,000",,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-55,000,000",,,,"159,000,000",,"-160,000,000","331,000,000","146,000,000","184,000,000","-236,000,000","165,000,000","-328,000,000","86,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-9,041,000,000","-1,692,000,000","-570,000,000","-452,000,000","-6,327,000,000","2,120,000,000","-995,000,000","-2,908,000,000","-1,726,000,000","-773,000,000","-1,252,000,000","-792,000,000","-4,035,000,000","-1,684,000,000","-1,010,000,000","-2,344,000,000","-1,274,000,000","-1,614,000,000","-673,000,000","-808,000,000","-867,000,000","-379,000,000","-881,000,000","-1,099,000,000","-1,447,000,000","164,000,000","-60,000,000","-1,041,000,000","-1,602,000,000","-1,057,000,000","-1,615,000,000","-4,869,000,000","-405,000,000","0","-1,020,000,000","-816,000,000","-229,000,000","-956,000,000","-503,000,000","-1,303,000,000","-763,000,000","-910,000,000","-1,466,000,000","-757,000,000","-1,432,000,000","-635,000,000","-615,000,000","-506,000,000","-631,000,000","-1,268,000,000","-631,000,000","-1,513,000,000","-1,201,000,000","-801,000,000","-666,000,000","-787,000,000","-822,000,000","-1,119,000,000","-496,000,000","-584,000,000","-336,000,000","-947,000,000","-2,257,000,000","-798,000,000","-1,530,000,000","-612,000,000","-1,590,000,000","-696,000,000","-976,000,000","-952,000,000","-1,146,000,000","-2,147,000,000","-1,390,000,000","-917,037,000","-1,138,963,000","-863,085,000","-1,325,117,000","-1,520,083,000","-1,093,566,000","-1,415,903,000","-1,156,618,000","-1,406,381,000","-742,575,000","-697,959,000","-950,471,000","93,638,000","-386,811,000","-1,550,977,000","-296,047,000","-80,730,000","-258,844,000","77,103,000","-297,735,000","121,798,000","332,577,000","90,238,000","4,500,000","114,700,000","11,700,000","98,789,000","-616,400,000","-200,500,000","53,800,000","-3,332,000","71,800,000","-56,100,000","-22,200,000","-98,656,000","-119,800,000","-189,400,000","-91,400,000","-83,300,000","-109,400,000","-60,800,000","-125,600,000","-86,300,000","-97,800,000","17,500,000","-80,400,000","23,800,000","-64,400,000","-111,000,000","-3,400,000"
	CashFlowFromContinuingInvestingActivities,"-9,041,000,000","-1,692,000,000","-570,000,000","-452,000,000","-6,327,000,000","2,120,000,000","-995,000,000","-2,908,000,000","-1,726,000,000","-773,000,000","-1,252,000,000","-792,000,000","-4,035,000,000","-1,684,000,000","-1,010,000,000","-2,344,000,000","-1,274,000,000","-1,614,000,000","-673,000,000","-808,000,000","-867,000,000","-379,000,000","-881,000,000","-1,099,000,000","-1,447,000,000","164,000,000","-60,000,000","-1,041,000,000","-1,602,000,000","-1,057,000,000","-1,615,000,000","-4,869,000,000","-405,000,000","0","-1,020,000,000","-816,000,000","-229,000,000","-956,000,000","-503,000,000","-1,303,000,000","-763,000,000","-910,000,000","-1,466,000,000","-757,000,000","-1,432,000,000","-635,000,000","-615,000,000","-506,000,000","-631,000,000","-1,268,000,000","-631,000,000","-1,513,000,000","-1,201,000,000","-801,000,000","-666,000,000","-787,000,000","-822,000,000","-1,119,000,000","-496,000,000","-584,000,000","-336,000,000","-947,000,000","-2,257,000,000","-798,000,000","-1,530,000,000","-612,000,000","-1,590,000,000","-696,000,000","-976,000,000","-952,000,000","-1,146,000,000","-2,147,000,000","-1,390,000,000","-917,037,000","-1,138,963,000","-863,085,000","-1,325,117,000","-1,520,083,000","-1,093,566,000","-1,415,903,000","-1,156,618,000","-1,406,381,000","-742,575,000","-697,959,000","-950,471,000","93,638,000","-386,811,000","-1,550,977,000","-296,047,000","-80,730,000","-258,844,000","77,103,000","-297,735,000","121,798,000","332,577,000","90,238,000","4,500,000","114,700,000","11,700,000","98,789,000","-616,400,000","-200,500,000","53,800,000","-3,332,000","71,800,000","-56,100,000","-22,200,000","-98,656,000","-119,800,000","-189,400,000","-91,400,000","-83,300,000","-109,400,000","-60,800,000","-125,600,000","-86,300,000","-97,800,000","17,500,000","-80,400,000","23,800,000","-64,400,000","-111,000,000","-3,400,000"
